Timeline,Start time,Duration,Row,Instance number,#0 LaBaron Philon,#1 Mark Sears,#10 Mo Dioubate,#11 Cliff Omoruyi,#15 Jarin Stevenson,#2 Aden Holloway,#22 Aiden Sherrell,#35 Derrion Reid,#4 Grant Nelson,#45 Max Scharnowski,#8 Chris Youngblood,#95 Houston Mallette,-,2FG (Defenders),2FG (Dribble),2FG (Feet),2FG (Hands),2FG (Other),2FG (PA),2FG (RA),2FG (Type),2FG Scheme (Attack),2FG Scheme (Drive),2FG Scheme (Pass),3&#x27;s GIVEN UP,3FG (Contest),3FG (Footwork),3FG (Good/Bad),3FG (Line),3FG (Move),3FG (Pocket),3FG (Shrink),3FG (Type),3FG Scheme (Attack),3FG Scheme (Drive),3FG Scheme (Pass),ATR GIVEN UP,Assist (Defenders),Assist (Feet),Assist (Hand),Assist (Jump),Assist (Paint),Assist Type,GAME,GAME SPLITS,OPP STATS,PAINT TOUCHES,PLAYCALL,PLAYER POSSESSIONS,POSITION,POSSESSION START,POSSESSION TYPE,READ,SERIES,SHOT CLOCK,SHOT CLOCK PT,Shot Location,Shot Possession Type,TEAM,TERM,TO (Defenders),TO (Feet),TO (Hand),TO (Jump),TO (Paint),TO LB/DB,TO Scheme,TO Scheme (Attack),TO Scheme (Drive),TO Scheme (Non-Pass),TO Scheme (Pass),TO Type,Ungrouped,Notes,Flags
25_01_14 ALABAMA VS OLE MISS,308.734194454,7.0,Opponent Stats,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,376.726001958,7.0,Opponent Stats,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,435.178654098,7.0,Opponent Stats,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,505.244769455,7.0,Opponent Stats,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,761.641778469,7.0,Opponent Stats,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,761.641778469,7.0,Opponent Stats,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,776.262351025,7.0,Opponent Stats,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,776.262351025,7.0,Opponent Stats,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,806.104234844,7.0,Opponent Stats,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,849.538074012,7.0,Opponent Stats,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,849.538074012,7.0,Opponent Stats,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,930.043000248,7.0,Opponent Stats,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,950.83905798,7.0,Opponent Stats,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1003.671340497,7.0,Opponent Stats,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1035.070923512,7.0,Opponent Stats,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1116.522436546,7.0,Opponent Stats,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1538.252472855,7.0,Opponent Stats,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1538.252472855,7.0,Opponent Stats,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1571.142892463,7.0,Opponent Stats,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1592.461616472,7.0,Opponent Stats,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1690.480968252,7.0,Opponent Stats,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1713.939572722,7.0,Opponent Stats,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1713.939572722,7.0,Opponent Stats,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1768.255943541,7.0,Opponent Stats,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1802.074537864,7.0,Opponent Stats,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1884.80056627,7.0,Opponent Stats,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1907.285187755,7.0,Opponent Stats,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1935.996958191,7.0,Opponent Stats,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1935.996958191,7.0,Opponent Stats,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,1962.416423866,7.0,Opponent Stats,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2259.747261059,7.0,Opponent Stats,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2294.325593242,7.0,Opponent Stats,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2351.989753237,7.0,Opponent Stats,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2385.298817102,7.0,Opponent Stats,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2513.768408684,7.0,Opponent Stats,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2596.183390936,7.0,Opponent Stats,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2639.676290335,7.0,Opponent Stats,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2926.462866591,7.0,Opponent Stats,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2946.125161716,7.0,Opponent Stats,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2995.725849318,7.0,Opponent Stats,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,2998.299015373,7.0,Opponent Stats,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,3130.253729126,7.0,Opponent Stats,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,3154.436520513,7.0,Opponent Stats,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,3155.701190784,7.0,Opponent Stats,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,3196.315167154,7.0,Opponent Stats,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4412.701689854,7.0,Opponent Stats,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4431.681144209,7.0,Opponent Stats,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4526.774854168,7.0,Opponent Stats,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4613.275327057,7.0,Opponent Stats,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4685.392004934,7.0,Opponent Stats,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4715.951655496,7.0,Opponent Stats,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4732.546802615,7.0,Opponent Stats,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4732.546802615,7.0,Opponent Stats,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4793.673221031,7.0,Opponent Stats,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,4793.673221031,7.0,Opponent Stats,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5098.106727054,7.0,Opponent Stats,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5098.106727054,7.0,Opponent Stats,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5145.021299708,7.0,Opponent Stats,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5182.414862136,7.0,Opponent Stats,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5309.634395252,7.0,Opponent Stats,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5370.251952985,7.0,Opponent Stats,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5763.446406003,7.0,Opponent Stats,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5787.013722674,7.0,Opponent Stats,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5787.013722674,7.0,Opponent Stats,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,5825.836181576,7.0,Opponent Stats,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6096.66328723,7.0,Opponent Stats,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6121.053511224,7.0,Opponent Stats,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6121.053511224,7.0,Opponent Stats,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6146.414486679,7.0,Opponent Stats,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6231.682368565,7.0,Opponent Stats,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6231.682368565,7.0,Opponent Stats,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6429.468598295,7.0,Opponent Stats,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6486.44173943,7.0,Opponent Stats,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6831.261846987,7.0,Opponent Stats,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6867.284618847,7.0,Opponent Stats,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6870.350646433,7.0,Opponent Stats,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6870.350646433,7.0,Opponent Stats,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,6957.607251041,7.0,Opponent Stats,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7027.149404414,7.0,Opponent Stats,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7070.474636249,7.0,Opponent Stats,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7107.891954623,7.0,Opponent Stats,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7111.689669177,7.0,Opponent Stats,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7238.03748821,7.0,Opponent Stats,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7516.784898439,7.0,Opponent Stats,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7516.784898439,7.0,Opponent Stats,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7561.716550243,7.0,Opponent Stats,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7653.69860395,7.0,Opponent Stats,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,7818.602895736,7.0,Opponent Stats,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,122.652397114,7.0,#0 LaBaron Philon,1,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,194.266179812,7.0,#0 LaBaron Philon,2,"ATRF, Fouled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,260.92467084,9.0,#0 LaBaron Philon,3,Charge Taken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,291.566030943,9.0,#0 LaBaron Philon,4,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,294.933877617,7.0,#0 LaBaron Philon,5,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,376.774339631,9.0,#0 LaBaron Philon,6,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_01_14 ALABAMA VS OLE MISS,489.17564875,7.0,#0 LaBaron Philon,7,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vs Ole Miss, Conference, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
